Št.	Beseda 1	Beseda 2	Ali sta besedi protipomenki? [MŠ1]	Ali sta besedi protipomenki? [MJ]	Ali sta besedi protipomenki? [MŠ2]	Ali sta besedi sopomenki? [MS]	Ali sta besedi protipomenki? [TM]	Ali sta besedi protipomenki? [TVK]	SKUPAJ	ENOTNOST	Glavni problem	Morebitni dodatni problem	
1094	nedeljiv	ločljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1095	nedolžen	kriv	d	d	d	d	d	d	dddddd	je protipomenka			
1096	nedolžnost	krivda	d	d	d	d	d	d	dddddd	je protipomenka			
1097	nedolžnost	zagrešitev	d	n	n	g	d	g	dnngdg		dejanje in stanje	ne	
1098	nedomiseln	originalen	d	d	d	d	d	d	dddddd	je protipomenka			
1099	nedomiseln	prvoten	n	n	n	g	g	n	nnnggn		tranz	ne	
1100	nedonosnost	rentabilnost	d	n	d	d	g	d	dnddgd		prevzeto	ne	
1101	nedopusten	sprejemljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1102	nedopustnost	sprejemljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1103	nedosegljivost	priročnost	d	n	d	d	g	d	dnddgd		kontekst	ne	
1104	nedostojnost	spodobnost	d	d	d	d	d	d	dddddd	je protipomenka			
1105	nedoumljiv	inteligibilen	d	d	g	g	g	d	ddgggd		prevzeto	ne	
1106	nedoumljiv	pojmljiv	d	g	g	g	g	d	dggggd		zaz	ne	
1107	nedoumljiv	razumljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1108	nedoumljiv	umeven	n	g	d	d	g	d	ngddgd		zaz	ne	
1109	nedoumljiv	umljiv	d	g	g	d	g	d	dggdgd		zaz	ne	
1110	nedovršenost	perfekcija	d	d	d	d	d	d	dddddd	je protipomenka			
1111	nedovršenost	popolnost	d	d	d	d	d	d	dddddd	je protipomenka			
1112	nedozorelost	odraslost	d	g	d	g	d	d	dgdgdd		kontekst	ne	
1113	nedružabnost	neprisiljenost	n	n	n	g	g	g	nnnggg		kontekst	ne	
1114	nedružabnost	priljudnost	d	d	d	d	d	d	dddddd	je protipomenka			
1115	nedružabnost	sociabilnost	g	d	n	d	d	d	gdnddd		prevzeto	ne	
1116	nedvoumnost	dvoumnost	d	d	d	d	d	d	dddddd	je protipomenka			
1117	neelastičnost	gibčnost	d	d	d	g	d	d	dddgdd		kontekst	ne	
1118	neelastičnost	prožnost	d	d	d	d	d	d	dddddd	je protipomenka			
1119	neelastičnost	raztegljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1120	neelastičnost	raztezljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1121	neeleganten	imeniten	d	n	n	d	d	d	dnnddd		kontekst	ne	
1122	neeleganten	moden	g	n	n	g	g	d	gnnggd		kontekst	ne	
1123	neenak	enakovreden	d	n	n	n	d	d	dnnndd		kontekst	ne	
1124	neenotnost	povezanost	d	n	n	d	d	d	dnnddd		kontekst	ne	
1125	neenotnost	unija	d	n	n	d	d	d	dnnddd		kontekst	ne	
1126	negativen	nevtralen	d	n	n	n	g	n	dnnngn		stop		
1127	negativen	negativen	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1128	negiben	premičen	d	d	n	g	d	d	ddngdd		kontekst	ne	
1129	nehigieničen	sanitaren	d	d	n	n	d	d	ddnndd		kontekst	ne	
1130	nehigieničen	saniteten	d	d	n	g	d	d	ddngdd		kvazi	ne	
1131	nehigieničen	zdravstven	n	n	n	n	g	g	nnnngg		tranz	ne	
1132	nehote	nalašč	d	d	d	d	d	d	dddddd	je protipomenka			
1133	nehote	namenoma	d	d	d	d	d	d	dddddd	je protipomenka			
1134	nehote	namerno	d	d	d	d	d	d	dddddd	je protipomenka			
1135	nehote	zanalašč	d	d	d	d	d	d	dddddd	je protipomenka			
1136	nehoten	namenjen	d	d	n	g	g	d	ddnggd		kontekst	ne	
1137	nehvaležen	hvaležen	d	d	g	d	d	d	ddgddd		ne		
1138	nehvaležen	prijeten	d	n	n	d	n	g	dnndng		kontekst	ne	
1139	neinformiran	obveščen	d	d	d	d	d	d	dddddd	je protipomenka			
1140	neinformiran	poučen	d	d	d	g	d	d	dddgdd		večpom	ne	
1141	neizkušen	izučen	d	g	n	d	g	d	dgndgd		kontekst	ne	
1142	neizkušen	izvežban	d	g	d	g	g	d	dgdggd		zaz	ne	
1143	neizkušen	naučen	d	g	n	g	g	d	dgnggd		kontekst	ne	
1144	neizkušen	šolan	n	g	n	g	g	d	ngnggd		kontekst	ne	
1145	neizkušen	natreniran	d	g	g	d	d	d	dggddd		zaz	ne	
1146	neizkušen	streniran	d	g	n	g	d	d	dgngdd		zaz	ne, kontekst	
1147	neizkušenost	veščost	d	d	d	d	d	d	dddddd	je protipomenka			
1148	nejasnost	jasnost	d	d	d	d	d	d	dddddd	je protipomenka			
1149	nekdanji	dejanski	n	n	g	d	g	g	nngdgg		kontekst		
1150	nekdanji	prihodnji	d	d	d	d	d	d	dddddd	je protipomenka			
1151	nekdanji	pretekel	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1152	nekoristen	primeren	g	n	g	g	g	d	gngggd		kontekst	ne	
1153	nekovinski	metalen	d	d	g	d	d	d	ddgddd		prevzeto	ne	
1154	nekuranten	prodajen	g	g	g	g	g	d	gggggd		zaz	ne	
1155	nelaskav	laskav	d	d	d	d	d	d	dddddd	je protipomenka			
1156	nelaskav	lizunski	g	n	n	d	d	d	gnnddd		zaz	ne	
1157	nelaskav	meden	n	n	n	g	g	d	nnnggd		večpom	ne	
1158	nelaskav	podrepniški	g	n	n	d	g	d	gnndgd		tvorjeno	zaz, ne	
1159	nelaskav	prilizljiv	n	n	n	d	d	d	nnnddd		zaz	ne	
1160	neljub	neljub	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1161	neljub	ljub	d	d	d	d	d	d	dddddd	je protipomenka			
1162	neljubeznivost	prijaznost	d	g	d	g	d	d	dgdgdd		kontekst	ne	
1163	neljubeznivost	ljubeznivost	d	d	d	d	d	d	dddddd	je protipomenka			
1164	nemaren	pazljiv	d	d	g	d	g	d	ddgdgd		kontekst		
1165	nemaren	pozoren	d	d	g	d	g	d	ddgdgd		kontekst		
1166	nemaren	skrben	d	d	d	d	d	d	dddddd	je protipomenka			
1167	neminljivost	smrtnost	d	g	d	g	d	d	dgdgdd		kontekst	ne	
1168	nemiren	spokojen	d	d	d	d	g	d	ddddgd		zaz	ne	
1169	nemogoč	mogoč	d	d	d	d	d	d	dddddd	je protipomenka			
1170	nemogoč	možen	d	d	d	d	d	d	dddddd	je protipomenka			
1171	nemogočnost	uporabljivost	n	n	n	g	n	g	nnngng		kontekst	ne	
1172	nemogočnost	uporabnost	n	n	n	n	n	g	nnnnng		kontekst	ne	
1173	nemoten	moten	d	d	d	d	d	d	dddddd	je protipomenka			
1174	nenadarjenost	bistrost	d	d	n	g	d	d	ddngdd		kontekst	ne	
1175	nenaden	pričakovan	d	d	d	d	d	d	dddddd	je protipomenka			
1176	nenadomesten	nadomestljiv	d	n	n	g	d	d	dnngdd		tvorjeno	ne	
1177	nenadomesten	popravljiv	d	n	n	g	n	d	dnngnd		tvorjeno	ne	
1178	nenaklonjenost	prednost	n	n	n	g	n	g	nnngng		kontekst	ne	
1179	nenaklonjenost	ugodnost	d	n	n	g	g	g	dnnggg		kontekst	ne	
1180	nenameren	premišljen	d	n	d	g	d	d	dndgdd		kontekst	ne	
1181	nenamerno	hote	d	d	d	d	d	d	dddddd	je protipomenka			
1182	nenamerno	nalašč	d	d	d	d	d	d	dddddd	je protipomenka			
1183	nenamerno	namenoma	d	d	d	d	d	d	dddddd	je protipomenka			
1184	nenamerno	zanalašč	d	d	d	d	d	d	dddddd	je protipomenka			
1185	nenaraven	naraven	d	d	d	d	d	d	dddddd	je protipomenka			
1186	nenatančen	točen	d	d	d	d	d	d	dddddd	je protipomenka			
1187	nenatančnost	točnost	d	d	d	d	d	d	dddddd	je protipomenka			
1188	nenatančnost	natančnost	d	d	d	d	d	d	dddddd	je protipomenka			
1189	nenavadno	pogosto	d	n	n	d	g	d	dnndgd		ne	kontekst	
1190	nenavadno	velikokrat	d	n	n	d	g	d	dnndgd		ne	kontekst	
1191	nenavadno	često	d	n	n	d	g	d	dnndgd		ne	zaz, kontekst	
1192	nenavadno	redno	d	n	n	d	g	d	dnndgd		ne	kontekst	
1193	nenormalno	dostikrat	d	n	n	d	d	d	dnnddd		ne	kontekst	
1194	nenormalno	mnogokrat	d	n	n	d	d	d	dnnddd		ne	konktekst	
1195	nenormalno	pogost	n	n	n	g	g	n	nnnggn		bv		
1196	nenormalno	pogosto	d	n	n	d	g	d	dnndgd		ne	kontekst	
1197	nenormalno	velikokrat	g	n	n	d	d	d	gnnddd		ne	kontekst	
1198	nenormalno	često	d	n	n	d	g	d	dnndgd		ne	zaz, kontekst	
1199	nenormalno	navadno	d	d	d	d	d	d	dddddd	je protipomenka			
1200	nenormalno	običajno	d	d	d	d	d	d	dddddd	je protipomenka			
1201	nenormalno	obče	n	n	g	g	g	d	nngggd		tranz	ne	
1202	nenormalno	redno	d	n	n	d	d	d	dnnddd		ne	kontekst	
1203	nenormalno	vsakdanje	d	d	n	d	d	d	ddnddd		kontekst	ne	
1204	neobčutljivost	dovzetnost	d	d	d	d	d	d	dddddd	je protipomenka			
1205	neobčutljivost	tankočutnost	d	d	d	d	g	d	ddddgd		zaz	ne	
1206	neobdelan	obdelan	d	d	d	d	d	d	dddddd	je protipomenka			
1207	neobičajen	navaden	d	d	d	d	d	d	dddddd	je protipomenka			
1208	neobičajen	normalen	d	d	n	d	d	d	ddnddd		kontekst	ne	
1209	neobičajen	povprečen	d	d	n	d	d	d	ddnddd		kontekst	ne	
1210	neobičajno	dostikrat	d	n	n	d	d	d	dnnddd		ne	kontekst	
1211	neobičajno	mnogokrat	d	n	n	d	d	d	dnnddd		ne	kontekst	
1212	neobičajno	pogost	n	n	d	g	d	d	nndgdd		bv		
1213	neobičajno	pogosto	d	d	d	d	d	d	dddddd	je protipomenka			
1214	neobičajno	velikokrat	d	n	n	d	d	d	dnnddd		ne	kontekst	
1215	neobičajno	često	d	n	n	d	g	d	dnndgd		ne	zaz, kontekst	
1216	neobičajno	navadno	d	d	d	d	d	d	dddddd	je protipomenka			
1217	neobičajno	normalno	d	d	n	d	d	d	ddnddd		kontekst	ne	
1218	neobičajno	obče	d	n	g	g	g	d	dngggd		tranz	ne	
1219	neobičajno	redno	d	n	d	d	d	d	dndddd		kontekst	ne	
1220	neobičajno	vsakdanje	d	d	d	d	d	d	dddddd	je protipomenka			
1221	neobstoj	obstajanje	n	d	d	g	d	d	nddgdd		dejanje in stanje	ne	
1222	neobstoj	obstoj	d	d	d	d	d	d	dddddd	je protipomenka			
1223	neobzirnost	uvidevnost	d	d	d	d	d	d	dddddd	je protipomenka			
1224	neočiten	flagranten	g	g	d	g	g	d	ggdggd		zaz	ne	
1225	neočiten	jasen	d	d	n	d	d	d	ddnddd		kontekst	ne	
1226	neočiten	nazoren	d	d	d	d	d	d	dddddd	je protipomenka			
1227	neočiten	očiten	d	d	d	d	d	d	dddddd	je protipomenka			
1228	neočiten	samoumeven	d	d	n	g	g	d	ddnggd		kontekst	ne	
1229	neodgovornost	pristojnost	d	n	n	g	d	d	dnngdd		kontekst	ne	
1230	neodpusten	oprostljiv	d	d	d	g	d	d	dddgdd		tvorjeno	ne	
1231	neomajnost	oslabelost	g	n	n	g	n	d	gnngnd		tranz	ne	
1232	neomejen	neumen	d	n	n	g	g	g	dnnggg		ne	kontest	
1233	neopazen	prominenten	g	d	d	g	g	d	gddggd		kontekst	ne	
1234	neopazen	slaven	d	n	n	d	d	d	dnnddd		kontekst	ne	
1235	neopaznost	vidnost	d	d	d	d	d	d	dddddd	je protipomenka			
1236	nepazljivost	pazljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1237	neplačan	plačan	d	d	d	d	d	d	dddddd	je protipomenka			
1238	neploden	ustvarjalen	d	d	n	d	d	d	ddnddd		kontekst	ne	
1239	nepoboljšljiv	popravljiv	d	g	g	g	g	d	dggggd		kontekst	ne	
1240	nepodkupljivost	podkupljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1241	nepodkupljivost	pokvarljivost	n	n	g	g	n	g	nnggng		kontekst	ne	
1242	nepodkupljivost	trohljivost	n	n	n	n	n	n	nnnnnn	ni protipomenka			
1243	nepokoren	poslušen	d	d	d	d	d	d	dddddd	je protipomenka			
1244	nepokoren	ubogljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1245	nepomemben	pomemben	d	d	d	d	d	d	dddddd	je protipomenka			
1246	nepomemben	znamenit	d	d	g	d	d	d	ddgddd		kontekst	ne	
1247	nepomenljiv	pomenljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1248	nepomirljiv	spravljiv	d	d	d	d	g	d	ddddgd		kontekst	ne	
1249	nepopoln	popoln	d	d	d	d	d	d	dddddd	je protipomenka			
1250	nepopoln	nepoškodovan	d	n	g	g	g	d	dngggd		ne	kontekst	
1251	nepopolnost	popolnost	d	d	d	d	d	d	dddddd	je protipomenka			
1252	nepopolnost	celovitost	d	n	d	d	d	d	dndddd		kontekst	ne	
1253	nepopularnost	slava	d	n	n	d	g	d	dnndgd		kontekst	ne	
1254	nepopularnost	priljubljenost	d	g	d	d	d	d	dgdddd		ne		
1255	nepopustljivost	prilagodljivost	d	d	n	d	d	d	ddnddd		kontekst	ne	
1256	neposreden	posreden	d	d	d	d	d	d	dddddd	je protipomenka			
1257	nepovezanost	povezanost	d	d	d	d	d	d	dddddd	je protipomenka			
1258	nepovezanost	zveza	d	n	d	g	g	d	dndggd		dejanje in stanje	ne	
1259	nepovezanost	enotnost	d	d	n	g	d	d	ddngdd		kontekst	ne	
1260	nepovezanost	unija	d	n	d	d	g	d	dnddgd		dejanje in stanje	ne	
1261	nepovračljivost	obrnljivost	d	n	g	g	g	d	dngggd		ne	kontekst	
1262	nepovračljivost	reverzibilnost	d	n	g	d	d	d	dngddd		ne	zaz, kontekst	
1263	nepravičnost	pravičnost	d	d	d	d	d	d	dddddd	je protipomenka			
1264	neprecenljiv	poceni	n	d	g	d	g	d	ndgdgd		kontekst	ne	
1265	neprediren	prepusten	d	d	n	d	d	d	ddnddd		kontekst	ne	
1266	neprekinjenost	prekinitev	d	n	n	d	d	d	dnnddd		dejanje in stanje	ne	
1267	neprekinjenost	zev	g	n	g	g	g	d	gngggd		dejanje in stanje	ne	
1268	nepremakljivost	pomičnost	d	d	d	d	g	d	ddddgd		zaz	ne	
1269	nepremakljivost	premičnost	d	d	d	d	d	d	dddddd	je protipomenka			
1270	nepremišljen	premišljen	d	d	d	d	d	d	dddddd	je protipomenka			
1271	nepremišljenost	razumnost	d	g	d	d	g	d	dgddgd		kontekst	ne	
1272	nepremišljenost	smotrnost	d	g	n	d	g	d	dgndgd		kontekst	ne	
1273	neprevidnost	pazljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1274	neprevidnost	previdnost	d	d	d	d	d	d	dddddd	je protipomenka			
1275	neprevidnost	pažnja	d	d	d	d	d	d	dddddd	je protipomenka			
1276	neprijeten	prijeten	d	d	d	d	d	d	dddddd	je protipomenka			
1277	neprikladen	prikladen	d	d	d	d	d	d	dddddd	je protipomenka			
1278	neprikladen	pravočasen	g	n	g	g	n	g	gnggng		tranz	ne	
1279	neprikupnost	zapeljivost	d	n	n	d	g	d	dnndgd		kontekst	ne	
1280	neprilagodljivost	prilagodljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1281	neprimeren	koristen	n	n	d	g	n	g	nndgng		kontekst	ne	
1282	neprimernost	ustreznost	d	d	d	d	d	d	dddddd	je protipomenka			
1283	nepriporočljiv	priporočljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1284	nepripravljenost	voljnost	d	d	d	d	d	d	dddddd	je protipomenka			
1285	nepristojen	pristojen	d	d	d	d	d	d	dddddd	je protipomenka			
1286	nepristran	tendenciozen	g	n	d	g	g	d	gndggd		zaz	ne	
1287	nepristranski	nepravičen	d	d	d	d	d	d	dddddd	je protipomenka			
1288	nepristranski	krivičen	d	d	d	d	d	d	dddddd	je protipomenka			
1289	nepristranski	nepošten	d	d	d	g	d	d	dddgdd		ne		
1290	nepristranskost	pristranost	d	d	d	d	d	d	dddddd	je protipomenka			
1291	nepriziven	vzklicen	g	g	g	g	g	d	gggggd		zaz		
1292	nerazredčen	razvodenel	d	n	d	d	d	d	dndddd		ne		
1293	nerazredčen	redek	d	d	n	d	d	d	ddnddd		ne		
1294	nerazredčen	zvodenel	d	n	n	d	d	d	dnnddd		zaz	ne	
1295	nerazumevanje	razumevanje	d	d	d	d	d	d	dddddd	je protipomenka			
1296	nerazumljivost	umljivost	d	d	d	d	g	d	ddddgd		zaz	ne	
1297	nerealnost	stvarnost	d	g	g	d	d	d	dggddd		prevzeto	ne	
1298	nereden	regularen	d	d	n	d	d	d	ddnddd		prevzeto	ne	
1299	neredko	izjemoma	d	d	d	d	d	d	dddddd	je protipomenka			
1300	neredko	malokdaj	d	d	d	d	d	d	dddddd	je protipomenka			
1301	neredko	poredko	d	d	d	d	d	d	dddddd	je protipomenka			
1302	neredno	dostikrat	d	d	n	d	d	d	ddnddd		kontekst	ne	
1303	neredno	mnogokrat	d	d	n	d	d	d	ddnddd		kontekst	ne	
1304	neredno	pogost	d	d	n	g	g	n	ddnggn		bv		
1305	neredno	pogosto	d	d	n	d	d	d	ddnddd		kontekst	ne	
1306	neredno	velikokrat	d	d	n	d	d	d	ddnddd		kontekst	ne	
1307	neredno	često	d	d	n	d	g	d	ddndgd		zaz	ne, kontekst	
1308	neredno	navadno	d	n	g	d	d	g	dngddg		kontekst	ne	
1309	neredno	normalno	d	n	n	d	d	g	dnnddg		kontekst	ne	
1310	neredno	običajno	d	d	n	d	d	d	ddnddd		kontekst	ne	
1311	neredno	vsakdanje	d	n	n	d	d	d	dnnddd		kontekst	ne	
1312	nerentabilen	koristen	d	n	n	g	g	d	dnnggd		prevzeto	ne	
1313	neresnica	resničnost	d	g	n	g	g	d	dgnggd		kontekst	ne	
1314	neroden	spreten	d	d	d	d	d	d	dddddd	je protipomenka			
1315	neškodljiv	kvaren	g	d	d	d	g	d	gdddgd		zaz	ne	
1316	neškodljiv	neugoden	d	n	n	g	g	d	dnnggd		ne	kontekst	
1317	neškodljiv	škodljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1318	neškodljiv	nekoristen	g	n	n	g	g	g	gnnggg		ne		
1319	neškodljiv	nezdrav	d	n	g	d	d	g	dngddg		ne	kontekst	
1320	neslanost	spodobnost	n	n	d	d	n	d	nnddnd		zaz		
1321	nesnažnost	snažnost	d	d	d	d	d	d	dddddd	je protipomenka			
1322	nesnažnost	čistoča	d	d	d	d	d	d	dddddd	je protipomenka			
1323	nesoglasje	strinjanje	d	d	d	d	d	d	dddddd	je protipomenka			
1324	nesposoben	sposoben	d	d	d	d	d	d	dddddd	je protipomenka			
1325	nespoštljiv	spoštljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1326	nespremenljiv	nestalen	d	g	d	d	d	d	dgdddd		ne		
1327	nespremenljiv	spremenljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1328	nespremenljiv	omahljiv	d	n	n	g	g	d	dnnggd		kontekst 	ne	
1329	nespremenljivost	nestalnost	d	g	d	d	d	d	dgdddd		ne		
1330	nespremenljivost	spremenljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1331	nestabilnost	stanovitnost	d	d	d	d	g	d	ddddgd		kontekst	ne	
1332	nestabilnost	neomajnost	g	g	d	d	g	d	ggddgd		ne	kontekst	
1333	nestalen	stanoviten	d	d	d	d	d	d	dddddd	je protipomenka			
1334	nestalen	stalen	d	d	d	d	d	d	dddddd	je protipomenka			
1335	nestalen	trajen	d	d	d	d	d	d	dddddd	je protipomenka			
1336	nestalnost	stabilnost	d	d	d	d	g	d	ddddgd		kontekst	ne	
1337	nestalnost	stanovitnost	d	d	d	d	d	d	dddddd	je protipomenka			
1338	nestalnost	trajnost	d	d	d	d	d	d	dddddd	je protipomenka			
1339	nestrinjanje	dogovor	d	n	d	g	g	d	dndggd		kontekst	ne	
1340	nestrinjanje	soglasje	d	d	d	d	g	d	ddddgd		kontekst	ne	
1341	nestrokoven	kompetenten	d	d	d	g	g	d	dddggd		prevzeto	ne, kontekst	
1342	nestrokoven	kvalificiran	d	d	d	g	g	d	dddggd		prevzeto	ne, kontekst	
1343	nestrokoven	strokoven	d	d	d	d	d	d	dddddd	je protipomenka			
1344	nestrupen	strupen	d	d	d	d	d	d	dddddd	je protipomenka			
1345	netočen	punktualen	d	d	d	g	d	d	dddgdd		prevzeto	ne	
1346	netočen	točen	d	d	d	d	d	d	dddddd	je protipomenka			
1347	neubogljivost	ubogljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1348	neučinkovit	učinkovit	d	d	d	d	d	d	dddddd	je protipomenka			
1349	neučinkovitost	učinkovitost	d	d	d	d	d	d	dddddd	je protipomenka			
1350	neučinkovitost	izkoristek	d	n	n	d	g	g	dnndgg		dejanje in stanje	ne	
1351	neučinkovitost	uspeh	g	n	n	d	g	d	gnndgd		dejanje in stanje	ne	
1352	neuglajenost	uglajenost	d	d	d	d	d	d	dddddd	je protipomenka			
1353	neuglajenost	olika	d	d	d	d	d	d	dddddd	je protipomenka			
1354	neugoden	primeren	d	n	g	g	g	d	dngggd		kontekst	ne	
1355	neugodje	udobje	d	d	d	d	d	d	dddddd	je protipomenka			
1356	neukrotljivost	krotkost	d	d	d	d	d	d	dddddd	je protipomenka			
1357	neukrotljivost	poslušnost	d	n	d	d	d	d	dndddd		kontekst	ne	
1358	neukrotljivost	prožnost	d	n	d	g	n	d	dndgnd		tranz	ne	
1359	neukrotljivost	voljnost	d	n	g	g	g	d	dngggd		kontekst	ne	
1360	neukrotljivost	prilagodljivost	d	n	d	d	n	d	dnddnd		kontekst	ne	
1361	neukrotljivost	spremenljivost	d	n	n	g	n	d	dnngnd		drugo	ne	
1362	neumnost	modrost	d	d	d	d	d	d	dddddd	je protipomenka			
1363	neumnost	tankoumnost	g	g	g	g	d	d	ggggdd		zaz		
1364	neumnost	umnost	d	d	d	d	d	d	dddddd	je protipomenka			
1365	neuporabnost	primernost	g	n	d	g	g	d	gndggd		kontekst	ne	
1366	neuporabnost	uporabljivost	d	n	d	d	d	d	dndddd		tvorjeno	ne	
1367	neuporabnost	uporabnost	d	d	d	d	d	d	dddddd	je protipomenka			
1368	neurejen	zbran	d	g	n	d	g	d	dgndgd		kontekst	ne	
1369	neuspeh	uspeh	d	d	d	d	d	d	dddddd	je protipomenka			
1370	neuspeh	uspešnost	d	n	n	g	g	d	dnnggd		dejanje in stanje	ne	
1371	neuspešnost	učinkovitost	d	n	n	g	g	d	dnnggd		kontekst	ne	
1372	neuspešnost	uspeh	d	n	n	g	g	d	dnnggd		dejanje in stanje	ne	
1373	neustrezen	ustrezen	d	d	d	d	d	d	dddddd	je protipomenka			
1374	neuvrščenost	koalicija	g	g	g	g	g	d	gggggd		kontekst	zaz	
1375	neuvrščenost	liga	g	g	n	g	g	d	ggnggd		kontekst	zaz	
1376	neuvrščenost	pakt	g	g	n	g	g	d	ggnggd		kontekst	zaz	
1377	neuvrščenost	zavezništvo	g	g	n	g	g	d	ggnggd		zaz		
1378	neverjeten	mogoč	d	d	d	d	d	d	dddddd	je protipomenka			
1379	neverjetnost	verodostojnost	d	n	d	g	g	d	dndggd		kontekst	ne	
1380	nevesel	vesel	d	d	d	d	d	d	dddddd	je protipomenka			
1381	nevmešavanje	posredovanje	d	d	d	d	d	d	dddddd	je protipomenka			
1382	nevzdrževan	ohranjen	d	d	d	g	g	d	dddggd		kontekst	ne	
1383	nezadosten	zadovoljiv	d	d	d	d	d	d	dddddd	je protipomenka			
1384	nezadovoljstvo	veselje	d	d	d	d	d	d	dddddd	je protipomenka			
1385	nezadovoljstvo	sreča	d	d	d	d	d	d	dddddd	je protipomenka			
1386	nezadovoljstvo	radost	d	d	d	d	d	d	dddddd	je protipomenka			
1387	nezahteven	zahteven	d	d	d	d	d	d	dddddd	je protipomenka			
1388	nezahteven	težaven	d	d	d	d	d	d	dddddd	je protipomenka			
1389	nezahteven	težek	d	d	d	d	d	d	dddddd	je protipomenka			
1390	nezahteven	trd	n	n	n	g	g	n	nnnggn		kontekst		
1391	nezanesljivost	zanesljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1392	nezaposleni	delavec	d	g	d	d	d	d	dgdddd		bv	lema	
1393	nezaposleni	delojemalec	d	n	n	d	g	d	dnndgd		bv	lema	
1394	nezaposleni	uslužbenec	d	g	d	g	d	d	dgdgdd		bv	lema	
1395	nezdružljivost	združljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1396	neženski	ženski	d	d	d	d	d	d	dddddd	je protipomenka			
1397	nezmotljivost	zmotljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1398	neznan	domač	d	d	d	d	g	d	ddddgd		kontekst	ne	
1399	neznan	poznan	d	d	d	d	d	d	dddddd	je protipomenka			
1400	neznanec	znanec	d	d	d	d	d	d	dddddd	je protipomenka			
1401	neznaten	znaten	d	d	d	d	d	d	dddddd	je protipomenka			
1402	nižanje	povišanje	d	g	d	g	d	d	dgdgdd		ne/dov. glag. tvor.		
1403	nižanje	porast	d	g	d	g	d	d	dgdgdd		ne/dov. glag. tvor.		
1404	nižanje	povečanje	n	g	d	n	g	d	ngdngd		ne/dov. glag. tvor.	zaz, kontekst	
1405	nižanje	zvišanje	d	g	d	g	d	d	dgdgdd		ne/dov. glag. tvor.		
1406	nižanje	rast	d	d	d	d	d	d	dddddd	je protipomenka			
1407	normalen	abnormalen	d	d	d	d	d	d	dddddd	je protipomenka			
1408	normalno	nenormalno	d	d	d	d	d	d	dddddd	je protipomenka			
1409	normalno	nenavadno	d	d	g	d	d	d	ddgddd		kontekst	ne	
1410	normalnost	abnormalnost	d	d	d	d	d	d	dddddd	je protipomenka			
1411	normalnost	anomalija	d	d	g	d	d	d	ddgddd		prevzeto		
1412	noter	zunaj	d	d	g	g	d	g	ddggdg		kontekst		
1413	noter	ven	d	d	d	d	d	d	dddddd	je protipomenka			
1414	notranjost	zunanjost	d	d	d	d	d	d	dddddd	je protipomenka			
1415	notri	zunaj	d	d	d	d	d	d	dddddd	je protipomenka			
1416	nov	star	d	d	d	d	d	d	dddddd	je protipomenka			
1417	nov	prejšnji	d	n	d	g	g	g	dndggg		kontekst		
1418	nujen	nepotreben	d	d	d	d	d	d	dddddd	je protipomenka			
1419	nujen	brezkoristen	d	n	d	d	g	d	dnddgd		zaz	kontekst	
1420	nujen	brezpredmeten	d	n	n	d	g	d	dnndgd		kontekst		
1421	nujen	potreben	d	n	n	d	n	n	dnndnn		stop		
1422	obče	nenavadno	d	n	g	g	g	d	dngggd		kontekst	ne	
1423	občutljivost	neobčutljivost	d	d	d	d	d	d	dddddd	je protipomenka			
1424	občutljivost	neobčutnost	d	n	n	g	g	d	dnnggd		zaz	ne	
1425	občutljivost	nedražljivost	d	n	d	g	g	d	dndggd		ne	kontekst	
1426	občutljivost	brezčutnost	d	d	d	d	d	d	dddddd	je protipomenka			
1427	obdolženec	tožilec	d	d	n	g	d	d	ddngdd		kontekst		
1428	običajen	neobičajen	d	d	d	d	d	d	dddddd	je protipomenka			
1429	običajen	nenavaden	d	d	d	d	d	d	dddddd	je protipomenka			
1430	običajno	neobičajno	d	d	d	d	d	d	dddddd	je protipomenka			
1431	običajno	nenavadno	d	d	d	d	d	d	dddddd	je protipomenka			
1432	običajnost	neobičajnost	d	d	d	d	d	d	dddddd	je protipomenka			
1433	objokovan	neobjokovan	d	d	d	d	d	d	dddddd	je protipomenka			
